,0,1,2,3
0,0.6737444867307744,0.514966045260196,0.6021821777172005,0.6585278455141655
1,0.8384553654744827,0.7058706772841448,0.6264137876732199,0.4979128464223015
2,0.8537899245565828,0.6602129532075456,0.7116051383092892,0.7205700202484812
3,0.513847843566031,0.4175133002288297,0.5304559968694419,0.4131509368260682
4,0.8269096087529512,0.7041324577673318,0.6655301463849477,0.6394127156392476
5,0.7060446788524964,0.7178709185359848,0.6175763557063938,0.55737091029746
6,0.6616499256199105,0.6282424476480319,0.5601948070908369,0.5152691995103054
7,0.8176721003263228,0.48352173997085846,0.7447921941581575,0.7933668799925976
8,0.6894038932213692,0.6149436319998793,0.580363765696031,0.5061331216297706
9,0.7335121388156304,0.7433830783657254,0.5807874257771166,0.5239130519872158
