,0,1,2,3
0,0.6727209518550235,0.5359016020937135,0.5684607847542755,0.6082872185755481
1,0.8656926645083003,0.7356442627704587,0.6406487449176677,0.5145704000086062
2,0.8586168613675107,0.665790201253642,0.7277934964198352,0.7164349665882848
3,0.4854670185654858,0.39505663748501774,0.5321359491011217,0.418121607069009
4,0.8343923938685425,0.7193336131994014,0.6983426910394417,0.6533818993863278
5,0.6905237904754042,0.7143854362463226,0.618800151226135,0.5786375345531278
6,0.661116670072959,0.6496302603741735,0.5506147013998401,0.5084215568013628
7,0.8412602035341233,0.49540191347791274,0.7931840505009322,0.7908659070328333
8,0.6535605937531719,0.5725900493183688,0.5741893560776612,0.3191223780936532
9,0.7438912129164219,0.7731299746337552,0.6085569302063203,0.5614156639711547
